Date,Close,High,Low,Open,Volume,coin
,SOL-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,
2023-10-29,32.822608947753906,33.13132858276367,31.434202194213867,31.652101516723633,507672244,solana
2023-10-30,34.962337493896484,35.17289352416992,32.39456558227539,32.819034576416016,1099930941,solana
2023-10-31,38.51951599121094,38.54643249511719,34.9084358215332,34.95983123779297,1577034191,solana
2023-11-01,41.461544036865234,46.25090026855469,37.96105194091797,38.513057708740234,3630725002,solana
2023-11-02,40.20756912231445,44.4891242980957,38.975345611572266,41.385948181152344,2583692673,solana
2023-11-03,39.51976013183594,40.22572326660156,38.21837615966797,40.208927154541016,1755955299,solana
2023-11-04,42.346595764160156,42.69524002075195,39.168792724609375,39.52021026611328,1454107898,solana
2023-11-05,41.23860168457031,42.80353927612305,40.380126953125,42.37336730957031,884855278,solana
2023-11-06,42.12858963012695,42.155067443847656,39.825077056884766,41.238563537597656,1010459088,solana
2023-11-07,43.09254455566406,44.42584991455078,40.319908142089844,42.13777160644531,1780187159,solana
2023-11-08,43.18988800048828,43.805057525634766,42.394229888916016,43.08591842651367,1009177437,solana
2023-11-09,45.444828033447266,48.703067779541016,42.608184814453125,43.18186950683594,2830770419,solana
2023-11-10,56.64385223388672,57.34910202026367,45.21684646606445,45.4423713684082,3795204638,solana
2023-11-11,56.1026611328125,63.41544723510742,54.04486846923828,56.640995025634766,4182963132,solana
2023-11-12,56.15409851074219,61.71490478515625,54.94210433959961,56.13203048706055,2987356952,solana
2023-11-13,51.90705108642578,59.71365737915039,51.90705108642578,56.180625915527344,2942685126,solana
2023-11-14,56.838375091552734,57.730106353759766,51.71446228027344,51.902217864990234,3195616616,solana
2023-11-15,65.5344009399414,66.86766815185547,56.30898666381836,56.83993911743164,3793937162,solana
2023-11-16,57.871402740478516,67.99214935302734,56.81013107299805,65.53944396972656,3922608772,solana
2023-11-17,58.41593551635742,60.416290283203125,54.5516471862793,57.92103958129883,3185454735,solana
2023-11-18,58.512725830078125,59.283443450927734,55.062313079833984,58.39267349243164,1942321169,solana
2023-11-19,61.393558502197266,62.02115249633789,56.88264846801758,58.52428436279297,1998656461,solana
2023-11-20,56.53383255004883,61.370460510253906,56.353431701660156,61.370460510253906,1937313546,solana
2023-11-21,52.00047302246094,57.36568832397461,51.55591583251953,56.540367126464844,2440890238,solana
2023-11-22,57.588558197021484,58.79156494140625,51.73749542236328,52.00212860107422,1985653842,solana
2023-11-23,56.599369049072266,59.47392272949219,56.28756332397461,57.57801818847656,1379316733,solana
2023-11-24,56.86643981933594,58.686012268066406,56.349090576171875,56.57889175415039,1146346831,solana
2023-11-25,58.84648895263672,59.654144287109375,56.325279235839844,56.86628723144531,1183793273,solana
2023-11-26,57.6427001953125,58.95796203613281,56.51145553588867,58.845420837402344,871154750,solana
2023-11-27,55.06462097167969,58.02122497558594,53.71446990966797,57.628868103027344,1237763215,solana
2023-11-28,58.19437026977539,58.6068229675293,54.085323333740234,55.06262969970703,1412314015,solana
2023-11-29,59.25012969970703,61.653358459472656,57.8550910949707,58.193050384521484,1941361674,solana
2023-11-30,59.24162292480469,61.43787384033203,58.946922302246094,59.253517150878906,1263841021,solana
2023-12-01,59.80399703979492,61.758018493652344,58.7782096862793,59.23817825317383,1376669760,solana
2023-12-02,63.83285903930664,63.83285903930664,59.77376174926758,59.80374526977539,1346327049,solana
2023-12-03,63.03996658325195,65.39625549316406,62.416622161865234,63.82087707519531,1368876645,solana
2023-12-04,61.526615142822266,65.13323974609375,60.280521392822266,63.03776931762695,2211865569,solana
2023-12-05,60.99483108520508,62.54000473022461,59.25082778930664,61.5291748046875,1693517649,solana
2023-12-06,61.902957916259766,66.38362121582031,60.97986602783203,60.97986602783203,3030993886,solana
2023-12-07,67.83782958984375,69.30046844482422,61.873008728027344,61.934043884277344,3002455075,solana
2023-12-08,75.00243377685547,75.12979125976562,67.84123229980469,67.84671783447266,3612712432,solana
2023-12-09,72.25760650634766,77.50202178955078,72.03968811035156,74.98954772949219,2893248364,solana
2023-12-10,74.70588684082031,74.72459411621094,70.91922760009766,72.27294921875,1849363354,solana
2023-12-11,70.36717224121094,74.8381118774414,67.21549224853516,74.71422576904297,3729540309,solana
2023-12-12,68.54067993164062,72.34092712402344,65.968994140625,70.34428405761719,2366453484,solana
2023-12-13,70.76778411865234,72.3547592163086,64.3697738647461,68.5322494506836,2414610075,solana
2023-12-14,75.62033081054688,76.17998504638672,69.8573226928711,70.74867248535156,2464938440,solana
2023-12-15,72.36898803710938,79.15106964111328,72.36663818359375,75.63668823242188,2821390652,solana
2023-12-16,73.47350311279297,77.0792007446289,71.56934356689453,72.43347930908203,1781972898,solana
2023-12-17,71.00051879882812,74.72001647949219,70.82445526123047,73.47478485107422,1552380672,solana
2023-12-18,74.34716033935547,75.38053894042969,67.33440399169922,70.93263244628906,2281865174,solana
2023-12-19,72.9897689819336,76.27140808105469,72.01061248779297,74.34918975830078,1900875405,solana
2023-12-20,82.19123077392578,83.95745086669922,72.989990234375,72.989990234375,3745738278,solana
2023-12-21,93.85481262207031,95.32344055175781,81.23770904541016,82.1856460571289,4711493441,solana
2023-12-22,98.00369262695312,99.12442779541016,90.79840087890625,93.85801696777344,5284203995,solana
2023-12-23,107.59423065185547,109.50884246826172,93.10676574707031,98.0016860961914,3957434568,solana
2023-12-24,112.48521423339844,117.38066864013672,107.72513580322266,107.72513580322266,6365529251,solana
2023-12-25,121.1464614868164,125.19389343261719,108.90338134765625,112.56411743164062,5951791518,solana
2023-12-26,112.6767349243164,121.14399719238281,104.72821807861328,121.08433532714844,6117657160,solana
2023-12-27,107.02379608154297,115.03387451171875,105.42523193359375,112.65483093261719,4267938569,solana
2023-12-28,102.10456848144531,109.420654296875,97.66864776611328,107.022705078125,4492625126,solana
2023-12-29,106.31151580810547,109.6711196899414,100.05551147460938,102.06928253173828,4445797973,solana
2023-12-30,101.84508514404297,107.3282241821289,101.06812286376953,106.29850006103516,1863177830,solana
2023-12-31,101.50582122802734,105.133544921875,99.88642883300781,101.84417724609375,1748630533,solana
2024-01-01,109.50868225097656,109.50868225097656,101.51280975341797,101.51280975341797,2157671990,solana
2024-01-02,106.61122131347656,116.88249206542969,106.38898468017578,109.54906463623047,3782057553,solana
2024-01-03,98.59443664550781,109.84809112548828,92.92366790771484,106.61653137207031,5472216595,solana
2024-01-04,105.0775375366211,107.98246765136719,97.10832977294922,98.58697509765625,3272723247,solana
2024-01-05,99.97879028320312,105.23542785644531,95.9427261352539,105.05200958251953,3022127826,solana
2024-01-06,93.85771942138672,100.03740692138672,92.02278900146484,99.98799133300781,2235902092,solana
2024-01-07,89.2763442993164,96.69239807128906,88.22345733642578,93.8603515625,2288061692,solana
2024-01-08,97.79044342041016,99.76187133789062,85.64669799804688,89.2781753540039,4152448360,solana
2024-01-09,99.40918731689453,103.7961654663086,95.89379119873047,97.81603240966797,4070131683,solana
2024-01-10,102.03302001953125,105.0823745727539,92.56326293945312,99.38423919677734,4216429514,solana
2024-01-11,99.90943908691406,106.93573760986328,98.4124984741211,102.10365295410156,4174026719,solana
2024-01-12,91.72090911865234,100.2544937133789,88.30984497070312,99.91187286376953,2868799888,solana
2024-01-13,95.73004913330078,96.91764831542969,89.7544937133789,91.7597427368164,1880329065,solana
2024-01-14,94.13314056396484,102.173583984375,93.89056396484375,95.73265075683594,2736734725,solana
2024-01-15,94.49022674560547,96.82123565673828,93.2411117553711,94.03654479980469,1755858499,solana
2024-01-16,97.62691497802734,98.59530639648438,94.39668273925781,94.43834686279297,1806576879,solana
2024-01-17,102.0635986328125,102.4337387084961,97.05516052246094,97.61580657958984,3220344763,solana
2024-01-18,94.2509536743164,102.92314147949219,92.14057922363281,102.02949523925781,2684524713,solana
2024-01-19,93.38616943359375,95.16472625732422,87.48365783691406,94.25067138671875,2631067383,solana
2024-01-20,92.56983947753906,94.02531433105469,90.4937515258789,93.393798828125,1204443546,solana
2024-01-21,90.84843444824219,93.71378326416016,90.84843444824219,92.58952331542969,894963197,solana
2024-01-22,83.62281036376953,91.63616180419922,82.6597671508789,90.90369415283203,2662287481,solana
2024-01-23,84.27450561523438,85.8401870727539,79.06669616699219,83.62184143066406,2990436327,solana
2024-01-24,88.73200988769531,89.2677230834961,83.41868591308594,84.28726196289062,2352477736,solana
2024-01-25,86.88921356201172,89.37682342529297,85.273681640625,88.73780059814453,1674093024,solana
2024-01-26,92.44236755371094,93.52867126464844,86.14839172363281,86.88945007324219,2027305107,solana
2024-01-27,94.16321563720703,94.43761444091797,90.84476470947266,92.38762664794922,1256585307,solana
2024-01-28,95.93798065185547,99.37737274169922,93.538330078125,94.18190002441406,2425625612,solana
2024-01-29,101.56666564941406,101.77191162109375,95.17613220214844,95.93798065185547,2604890575,solana
2024-01-30,101.47297668457031,106.21345520019531,101.10939025878906,101.56666564941406,3328090833,solana
2024-01-31,97.0287094116211,102.54806518554688,96.10359191894531,101.44925689697266,3814467068,solana
2024-02-01,97.84669494628906,97.9441909790039,93.37918853759766,97.02484130859375,2951395444,solana
2024-02-02,100.44052124023438,102.41262817382812,97.57415771484375,97.8346939086914,2574044077,solana
2024-02-03,97.8799819946289,101.0589828491211,96.81257629394531,100.45113372802734,1349320819,solana
2024-02-04,95.47695922851562,98.45758819580078,95.26637268066406,97.88506317138672,1304106726,solana
2024-02-05,95.54866027832031,98.5440444946289,94.29252624511719,95.47146606445312,1635327054,solana
2024-02-06,96.86107635498047,97.79078674316406,93.2807388305664,95.54961395263672,1699997346,solana
2024-02-07,100.97927856445312,101.23660278320312,94.72022247314453,96.86189270019531,1733607189,solana
2024-02-08,102.78563690185547,104.79804229736328,100.55369567871094,100.99549865722656,2288429230,solana
2024-02-09,106.93333435058594,108.98772430419922,102.79017639160156,102.79017639160156,2852770180,solana
2024-02-10,109.1314697265625,110.74279022216797,106.93366241455078,106.93366241455078,1836561570,solana
2024-02-11,107.49528503417969,110.55686950683594,107.35765075683594,109.1166763305664,1370383843,solana
2024-02-12,111.99275207519531,112.06966400146484,103.60929107666016,107.49263000488281,2650731894,solana
2024-02-13,112.57930755615234,114.8106460571289,108.49378204345703,111.97724914550781,2709494768,solana
2024-02-14,116.97632598876953,118.3277816772461,110.87847137451172,112.57496643066406,2391239729,solana
2024-02-15,113.69940948486328,118.3064956665039,111.77587890625,116.98538970947266,2471486178,solana
2024-02-16,110.44591522216797,114.25308990478516,108.34872436523438,113.6730728149414,1921299579,solana
2024-02-17,108.98401641845703,111.07304382324219,106.1252212524414,110.44330596923828,1370606631,solana
2024-02-18,112.17467498779297,114.00138092041016,107.60671997070312,108.98760223388672,1516321334,solana
2024-02-19,111.4853286743164,114.71797943115234,111.08141326904297,112.17882537841797,1898655220,solana
2024-02-20,108.45964050292969,112.0367431640625,104.89022827148438,111.48344421386719,2656976089,solana
2024-02-21,105.1252212524414,108.45266723632812,100.41201782226562,108.45266723632812,2246861647,solana
2024-02-22,101.66979217529297,106.99540710449219,101.64240264892578,105.12030792236328,1830636004,solana
2024-02-23,99.95469665527344,103.02283477783203,98.9583511352539,101.67462158203125,1483285120,solana
2024-02-24,104.1335220336914,104.64539337158203,98.585205078125,99.95437622070312,1083637514,solana
2024-02-25,103.4534912109375,104.32994079589844,102.17102813720703,104.1326675415039,909662462,solana
2024-02-26,109.91853332519531,110.58035278320312,100.4552001953125,103.4507064819336,2334408023,solana
2024-02-27,108.3880844116211,112.2047119140625,105.89693450927734,109.91878509521484,2723995106,solana
2024-02-28,118.05220031738281,118.05220031738281,107.46087646484375,108.39923858642578,5029492553,solana
2024-02-29,125.71151733398438,134.4656982421875,117.66751861572266,118.2387466430664,6950123902,solana
2024-03-01,129.9904022216797,137.60186767578125,125.63670349121094,125.63670349121094,4743077738,solana
2024-03-02,129.70018005371094,131.45486450195312,127.6808853149414,129.98231506347656,2741772676,solana
2024-03-03,130.45086669921875,132.062744140625,125.76932525634766,129.7933807373047,2875614168,solana
2024-03-04,133.194580078125,134.87417602539062,127.79814147949219,130.42323303222656,4429758300,solana
2024-03-05,125.70671081542969,142.65093994140625,109.53875732421875,133.15936279296875,8980294607,solana
2024-03-06,130.7420196533203,134.8106231689453,120.31733703613281,125.69921112060547,5146680159,solana
2024-03-07,143.9778594970703,149.2247314453125,130.70175170898438,130.7420196533203,7111178325,solana
2024-03-08,145.2400360107422,152.4179229736328,142.53614807128906,143.97727966308594,5474659974,solana
2024-03-09,144.6072540283203,149.35128784179688,144.29037475585938,145.24032592773438,2946261381,solana
2024-03-10,144.5151824951172,148.6719207763672,140.83999633789062,144.60733032226562,3407621981,solana
2024-03-11,148.75096130371094,150.01797485351562,137.6329803466797,144.5144805908203,5383624184,solana
2024-03-12,151.01544189453125,154.94229125976562,142.87014770507812,148.7496795654297,6413617983,solana
2024-03-13,163.83981323242188,166.44876098632812,148.94561767578125,151.01544189453125,5917471836,solana
2024-03-14,176.67974853515625,177.8926239013672,160.23355102539062,163.83993530273438,8399967972,solana
2024-03-15,182.96469116210938,188.50135803222656,165.4127197265625,176.67974853515625,14093348410,solana
2024-03-16,181.88034057617188,197.65599060058594,177.46127319335938,182.96751403808594,11794134069,solana
2024-03-17,202.12356567382812,204.29254150390625,179.22560119628906,181.88034057617188,10876218562,solana
2024-03-18,195.9927520751953,209.69606018066406,194.8494110107422,202.1226043701172,11137647410,solana
2024-03-19,170.0162811279297,198.24107360839844,166.17674255371094,195.9927520751953,11658593922,solana
2024-03-20,191.54962158203125,192.9118194580078,163.2962646484375,170.0162811279297,8673957460,solana
2024-03-21,179.2207489013672,195.30612182617188,176.2833251953125,191.54962158203125,5613811275,solana
2024-03-22,174.36370849609375,181.3232421875,167.8778533935547,179.23980712890625,4150938142,solana
2024-03-23,172.90225219726562,178.80010986328125,171.0169677734375,174.36370849609375,2711581881,solana
2024-03-24,183.57345581054688,186.62942504882812,171.67372131347656,172.8978729248047,2661231893,solana
2024-03-25,189.0835418701172,194.43026733398438,181.25234985351562,183.57345581054688,4066489821,solana
2024-03-26,190.69985961914062,196.2930450439453,186.75282287597656,189.08338928222656,3520179571,solana
2024-03-27,186.36146545410156,192.49658203125,180.42044067382812,190.69998168945312,3844985014,solana
2024-03-28,189.6216278076172,190.8834686279297,180.99761962890625,186.36146545410156,2910414256,solana
2024-03-29,192.2279510498047,192.96981811523438,183.6461639404297,189.6216278076172,3031009580,solana
2024-03-30,194.3855438232422,199.73094177246094,191.21678161621094,192.2278594970703,2999311846,solana
2024-03-31,202.87413024902344,203.02679443359375,194.0353240966797,194.37579345703125,2342185476,solana
2024-04-01,192.5678253173828,204.1797637939453,187.4888916015625,202.8744354248047,3872515434,solana
2024-04-02,181.17225646972656,192.56942749023438,176.132080078125,192.5678253173828,4553269015,solana
2024-04-03,185.2486114501953,191.6926727294922,177.3955078125,181.1727294921875,4160370221,solana
2024-04-04,183.95811462402344,190.06968688964844,180.51229858398438,185.2486114501953,4101220964,solana
2024-04-05,174.5015106201172,184.977783203125,168.23606872558594,183.95811462402344,7398400404,solana
2024-04-06,178.91534423828125,179.69752502441406,173.8743133544922,174.5015106201172,4672922789,solana
2024-04-07,179.6498565673828,182.5382080078125,177.0657958984375,178.91534423828125,1854793003,solana
2024-04-08,180.78477478027344,184.30287170410156,175.58998107910156,179.65069580078125,2744377905,solana
2024-04-09,172.4136199951172,180.82568359375,169.36776733398438,180.77951049804688,2688188866,solana
2024-04-10,173.43736267089844,175.32261657714844,163.81312561035156,172.4142608642578,3344074648,solana
2024-04-11,172.5763702392578,176.2355194091797,170.3934326171875,173.43736267089844,2712334365,solana
2024-04-12,153.63546752929688,175.8086395263672,145.51638793945312,172.5763702392578,4727185451,solana
2024-04-13,139.34169006347656,154.94395446777344,119.83334350585938,153.6344757080078,8976793985,solana
2024-04-14,151.28494262695312,152.50100708007812,131.28717041015625,139.34169006347656,7110974218,solana
2024-04-15,138.5086212158203,155.96116638183594,134.5725555419922,151.2994384765625,5699439234,solana
2024-04-16,136.27932739257812,140.27830505371094,126.86528015136719,138.507568359375,5156084639,solana
2024-04-17,131.86618041992188,142.60438537597656,127.5289535522461,136.27911376953125,4888546522,solana
2024-04-18,142.0823974609375,143.72735595703125,128.07675170898438,131.86717224121094,4193561506,solana
2024-04-19,142.6804962158203,147.3337860107422,128.86282348632812,142.0823974609375,5857667913,solana
2024-04-20,151.13356018066406,152.09918212890625,140.00570678710938,142.67845153808594,2795892211,solana
2024-04-21,148.60931396484375,153.42225646972656,147.16952514648438,151.1340789794922,2211663291,solana
2024-04-22,157.03121948242188,158.37271118164062,146.99169921875,148.60931396484375,2959650502,solana
2024-04-23,154.70130920410156,159.94459533691406,153.3231201171875,157.03121948242188,2750685937,solana
2024-04-24,147.74514770507812,159.58090209960938,145.77056884765625,154.70130920410156,3932336720,solana
2024-04-25,144.89212036132812,149.3037567138672,142.2645721435547,147.74961853027344,3674969172,solana
2024-04-26,139.10433959960938,145.8546142578125,138.90838623046875,144.88917541503906,2564389027,solana
2024-04-27,141.28916931152344,142.87451171875,134.02891540527344,139.10433959960938,2373155947,solana
2024-04-28,137.85641479492188,144.51388549804688,137.23301696777344,141.28916931152344,1959005342,solana
2024-04-29,137.7766571044922,138.7387237548828,133.70916748046875,137.8601837158203,2464951751,solana
2024-04-30,126.96270751953125,139.6676483154297,121.63745880126953,137.7772979736328,3407320371,solana
2024-05-01,134.6279754638672,135.11386108398438,119.38481140136719,126.9625473022461,4136407963,solana
2024-05-02,137.81448364257812,140.28152465820312,128.26028442382812,134.6279754638672,3380078368,solana
2024-05-03,143.77255249023438,144.9600372314453,136.12342834472656,137.81448364257812,3216962298,solana
2024-05-04,146.1350555419922,148.9357452392578,142.56625366210938,143.77220153808594,3050187811,solana
2024-05-05,145.71302795410156,147.91647338867188,143.47845458984375,146.1350555419922,2034794725,solana
2024-05-06,152.80239868164062,156.62669372558594,145.58432006835938,145.71205139160156,2926902880,solana
2024-05-07,148.1343231201172,159.05345153808594,148.0836181640625,152.80667114257812,2687619013,solana
2024-05-08,142.29473876953125,149.81089782714844,140.16909790039062,148.1343231201172,2502237557,solana
2024-05-09,152.84994506835938,153.08624267578125,140.78964233398438,142.29473876953125,2249863780,solana
2024-05-10,146.21690368652344,155.41159057617188,144.9387969970703,152.8529052734375,2471594251,solana
2024-05-11,145.3143768310547,147.4264373779297,143.33140563964844,146.2169647216797,1243751505,solana
2024-05-12,143.52081298828125,147.57147216796875,142.8818359375,145.3143768310547,936690341,solana
2024-05-13,147.28233337402344,150.54666137695312,138.03285217285156,143.52081298828125,2556255769,solana
2024-05-14,142.0303955078125,148.8286895751953,141.9068603515625,147.27908325195312,2586166419,solana
2024-05-15,158.18682861328125,158.64071655273438,141.35032653808594,142.0303955078125,3585715674,solana
2024-05-16,159.116455078125,164.31932067871094,156.7726287841797,158.18775939941406,3498272951,solana
2024-05-17,169.53054809570312,171.6060791015625,159.116455078125,159.116455078125,3371355809,solana
2024-05-18,172.5391387939453,175.7790985107422,168.9330596923828,169.53054809570312,2479657643,solana
2024-05-19,170.0913543701172,175.1893310546875,166.7326202392578,172.53919982910156,2300080451,solana
2024-05-20,186.52049255371094,187.44712829589844,168.0304412841797,170.0913543701172,4636864705,solana
2024-05-21,178.11614990234375,188.49383544921875,174.71170043945312,186.51951599121094,4568414163,solana
2024-05-22,176.86077880859375,183.0676727294922,175.4474639892578,178.1156768798828,3833758536,solana
2024-05-23,175.98577880859375,180.165283203125,167.4036865234375,176.8631134033203,5117258940,solana
2024-05-24,167.7969207763672,176.03147888183594,162.8658905029297,175.98577880859375,4013502065,solana
2024-05-25,168.43763732910156,170.3550567626953,166.11300659179688,167.7969207763672,1875205755,solana
2024-05-26,163.3509063720703,168.43927001953125,161.2638702392578,168.43763732910156,2543881488,solana
2024-05-27,169.9961395263672,171.98854064941406,163.33544921875,163.3509063720703,2745440475,solana
2024-05-28,168.65084838867188,173.0171356201172,164.97340393066406,169.9961395263672,3342283019,solana
2024-05-29,168.0726776123047,173.64195251464844,167.3238525390625,168.65084838867188,2852496248,solana
2024-05-30,166.97653198242188,172.41778564453125,163.6839599609375,168.0726776123047,2932316784,solana
2024-05-31,165.63771057128906,170.63156127929688,163.93309020996094,166.97653198242188,2415920333,solana
2024-06-01,166.03067016601562,167.73709106445312,165.5856170654297,165.63772583007812,1058869941,solana
2024-06-02,163.24990844726562,166.9154815673828,161.6532440185547,166.0296173095703,1562269041,solana
2024-06-03,164.9234619140625,167.03875732421875,161.8537139892578,163.25015258789062,2182487608,solana
2024-06-04,171.8019256591797,171.8168182373047,164.51553344726562,164.92506408691406,2057558426,solana
2024-06-05,173.48291015625,175.47531127929688,171.38299560546875,171.8019256591797,2405906612,solana
2024-06-06,170.01622009277344,174.30470275878906,167.8642120361328,173.48291015625,1965442993,solana
2024-06-07,162.50704956054688,172.4381561279297,155.79876708984375,170.01583862304688,3298527575,solana
2024-06-08,157.96890258789062,163.62017822265625,157.54295349121094,162.4967498779297,1722237785,solana
2024-06-09,162.08360290527344,162.91897583007812,156.76876831054688,157.96371459960938,1475878151,solana
2024-06-10,158.9280242919922,162.8277587890625,157.77020263671875,162.07888793945312,1815361482,solana
2024-06-11,149.42898559570312,159.52310180664062,145.8651885986328,158.9341278076172,2812642453,solana
2024-06-12,155.1775665283203,161.51483154296875,145.82144165039062,149.4223175048828,2853692260,solana
2024-06-13,147.31442260742188,155.19235229492188,146.1722412109375,155.19235229492188,2085097655,solana
2024-06-14,143.0944366455078,148.78933715820312,140.11538696289062,147.28204345703125,2330458883,solana
2024-06-15,145.41221618652344,145.5409698486328,143.02365112304688,143.07408142089844,1065293341,solana
2024-06-16,151.12550354003906,151.12550354003906,143.17953491210938,145.41796875,1147997523,solana
2024-06-17,143.3342742919922,151.58477783203125,140.13880920410156,151.13723754882812,2244770232,solana
2024-06-18,137.50399780273438,143.61065673828125,130.28907775878906,143.314697265625,4046511952,solana
2024-06-19,135.60960388183594,141.66993713378906,134.73263549804688,137.4798126220703,2241396569,solana
2024-06-20,133.47296142578125,141.0752410888672,132.087646484375,135.60960388183594,2343938226,solana
2024-06-21,134.5883026123047,135.22915649414062,128.9219207763672,133.47195434570312,2214701928,solana
2024-06-22,133.6702423095703,136.46005249023438,133.14248657226562,134.56765747070312,948392979,solana
2024-06-23,128.59042358398438,135.005859375,128.2696990966797,133.66000366210938,1063910411,solana
2024-06-24,132.24139404296875,132.3112335205078,123.6693344116211,128.59800720214844,3420423301,solana
2024-06-25,136.5592041015625,139.72958374023438,131.29635620117188,132.26934814453125,2517391150,solana
2024-06-26,136.60914611816406,140.16876220703125,134.92576599121094,136.5549774169922,1670038554,solana
2024-06-27,149.44837951660156,150.7672119140625,135.2449951171875,136.61341857910156,2831651846,solana
2024-06-28,139.70339965820312,150.0515899658203,139.30589294433594,149.4542694091797,2396070692,solana
2024-06-29,140.01014709472656,142.8238525390625,139.6678009033203,139.7193145751953,1139066175,solana
2024-06-30,146.49249267578125,147.19932556152344,137.14137268066406,140.01272583007812,1567841881,solana
2024-07-01,146.59506225585938,148.7985076904297,145.8227996826172,146.4812774658203,1814659116,solana
2024-07-02,153.7004852294922,154.7129669189453,146.12054443359375,146.5885467529297,2024773533,solana
2024-07-03,140.73141479492188,154.197998046875,139.5172576904297,153.7111358642578,2813419415,solana
2024-07-04,127.55081939697266,142.51486206054688,127.55081939697266,140.71533203125,3243822145,solana
2024-07-05,134.3693389892578,135.84579467773438,122.44230651855469,127.60507202148438,4644036182,solana
2024-07-06,143.24118041992188,144.0084686279297,132.61329650878906,134.36329650878906,2078535871,solana
2024-07-07,131.7740936279297,143.1870574951172,131.7740936279297,143.1870574951172,1842515124,solana
2024-07-08,139.4636993408203,141.6341094970703,128.56292724609375,131.79702758789062,3692404575,solana
2024-07-09,141.34844970703125,143.92938232421875,136.74093627929688,139.537353515625,2418798702,solana
2024-07-10,141.97479248046875,145.8537139892578,138.85604858398438,141.3741455078125,1952272010,solana
2024-07-11,135.8832244873047,145.32443237304688,135.84751892089844,141.98280334472656,2286890972,solana
2024-07-12,139.52801513671875,140.42477416992188,134.15914916992188,135.86402893066406,1990173458,solana
2024-07-13,141.9249725341797,143.367431640625,138.17953491210938,139.52639770507812,1131518484,solana
2024-07-14,147.622314453125,148.54705810546875,141.92665100097656,141.92665100097656,2009294488,solana
2024-07-15,159.93397521972656,159.9420623779297,147.202880859375,147.6661376953125,2580623500,solana
2024-07-16,160.5518798828125,162.46951293945312,153.05372619628906,159.77333068847656,3034234774,solana
2024-07-17,155.5841064453125,163.59523010253906,155.06703186035156,160.56329345703125,2255652667,solana
2024-07-18,159.07241821289062,161.587158203125,155.5660400390625,155.59104919433594,2044591406,solana
2024-07-19,169.1858673095703,171.50674438476562,156.60653686523438,159.0923309326172,3617009839,solana
2024-07-20,173.89178466796875,174.831298828125,167.55731201171875,169.1826171875,1908476088,solana
2024-07-21,184.54161071777344,184.8703155517578,171.1182098388672,173.89373779296875,3080452915,solana
2024-07-22,178.97828674316406,184.79246520996094,177.04412841796875,184.54556274414062,2808509242,solana
2024-07-23,172.757568359375,180.49615478515625,170.98854064941406,178.97828674316406,3230351478,solana
2024-07-24,178.0323028564453,182.35760498046875,171.21041870117188,172.75851440429688,3112174836,solana
2024-07-25,171.96307373046875,179.52093505859375,165.9325408935547,178.02952575683594,4067186719,solana
2024-07-26,183.13671875,183.53836059570312,171.87789916992188,171.9625701904297,2816314095,solana
2024-07-27,184.0854034423828,188.14059448242188,178.59835815429688,183.13809204101562,3248901126,solana
2024-07-28,184.88607788085938,186.51461791992188,181.3953399658203,184.08599853515625,1852374783,solana
2024-07-29,182.7805938720703,193.73228454589844,181.88536071777344,184.88719177246094,3654304391,solana
2024-07-30,179.10719299316406,184.1801300048828,176.02243041992188,182.77159118652344,2766172800,solana
2024-07-31,171.82615661621094,184.179443359375,171.81919860839844,179.10804748535156,3055204208,solana
2024-08-01,167.672119140625,172.68980407714844,157.98838806152344,171.82566833496094,4402828194,solana
2024-08-02,152.6382293701172,169.04396057128906,150.08499145507812,167.66053771972656,4507521137,solana
2024-08-03,142.9219970703125,153.77685546875,140.22140502929688,152.6382293701172,3620526646,solana
2024-08-04,138.05508422851562,145.83766174316406,132.13967895507812,142.9219512939453,4333596296,solana
2024-08-05,129.8643035888672,139.14146423339844,110.60955810546875,138.0526885986328,14114308949,solana
2024-08-06,144.09036254882812,149.35296630859375,129.78857421875,129.86294555664062,5813459735,solana
2024-08-07,144.63209533691406,155.00779724121094,142.7469024658203,144.0882110595703,5529725414,solana
2024-08-08,162.9307403564453,163.02590942382812,142.01992797851562,144.63247680664062,5385642745,solana
2024-08-09,156.45721435546875,163.24948120117188,151.22613525390625,162.9307403564453,3217916997,solana
2024-08-10,153.95916748046875,158.5860595703125,152.873046875,156.45721435546875,1662980960,solana
2024-08-11,141.52685546875,157.93190002441406,141.34829711914062,153.961669921875,2411765937,solana
2024-08-12,146.45423889160156,150.81463623046875,141.4407958984375,141.53207397460938,3380174341,solana
2024-08-13,146.7126922607422,149.61012268066406,143.1520233154297,146.45455932617188,2224488388,solana
2024-08-14,143.9234619140625,151.72604370117188,142.71792602539062,146.7126922607422,2714536693,solana
2024-08-15,142.74581909179688,147.35154724121094,138.16192626953125,143.92266845703125,3032770371,solana
2024-08-16,139.33056640625,144.7954559326172,136.3846435546875,142.7428741455078,2707615564,solana
2024-08-17,141.7985076904297,141.96282958984375,137.86630249023438,139.33056640625,1199702073,solana
2024-08-18,142.58688354492188,146.96298217773438,140.95962524414062,141.7985076904297,1866239536,solana
2024-08-19,144.34368896484375,145.9236297607422,140.74871826171875,142.58688354492188,2077549615,solana
2024-08-20,143.16773986816406,148.6486053466797,141.36070251464844,144.3468475341797,2124392770,solana
2024-08-21,142.70960998535156,144.1562957763672,139.26654052734375,142.33303833007812,1923259439,solana
